code,e
ZPC,http://www.fao.org/figis/skate/entities/codedentity/de023a3f-4311-4963-839d-0a938aef384d
FUU,http://www.fao.org/figis/skate/entities/codedentity/ce0daf6e-5441-43f9-8a5a-7e009bdd3e88
URB,http://www.fao.org/figis/skate/entities/codedentity/d068e808-7450-43d5-916b-d45edbe3350a
KIF,http://www.fao.org/figis/skate/entities/codedentity/d5f141c1-5a05-4154-a191-6ad12db0c97a
IGM,http://www.fao.org/figis/skate/entities/codedentity/e8871d84-f539-4fb0-a433-8f8f0517e3a0
CBC,http://www.fao.org/figis/skate/entities/codedentity/59f45bf4-93a8-4e1e-b92e-1a30f13db7db
QLV,http://www.fao.org/figis/skate/entities/codedentity/21de582f-702b-41c6-a23b-8401ac62eded
MFT,http://www.fao.org/figis/skate/entities/codedentity/a8e0d61b-c070-4e6c-a9ce-9de6b9990c83
EIC,http://www.fao.org/figis/skate/entities/codedentity/d74ba93a-b114-46c5-8689-0000b1dc41a2
CQB,http://www.fao.org/figis/skate/entities/codedentity/e167905c-2cc7-4c3b-aea1-273e6580e8a9
JFK,http://www.fao.org/figis/skate/entities/codedentity/3e9e5b8e-9de8-4277-9b95-5efdab1fc6c5
HDR,http://www.fao.org/figis/skate/entities/codedentity/285bb620-fc2f-431f-af0a-3bc53381f0fe
GCX,http://www.fao.org/figis/skate/entities/codedentity/1fc3ce7d-4a9f-4b6a-ad2a-3bb48c92f02a
ITP,http://www.fao.org/figis/skate/entities/codedentity/9f221ff6-214c-4341-912b-1a25c11ebda5
UPJ,http://www.fao.org/figis/skate/entities/codedentity/e40781d4-f38c-4b63-932b-18d593e66cd4
PZT,http://www.fao.org/figis/skate/entities/codedentity/d180f031-a39c-4b5a-896a-c60de679bbc4
ATT,http://www.fao.org/figis/skate/entities/codedentity/efa8c0e9-0086-4339-8628-234bd84ba26d
FUG,http://www.fao.org/figis/skate/entities/codedentity/4af88b10-19c3-4c7f-a0fa-50650f53868d
YQV,http://www.fao.org/figis/skate/entities/codedentity/2f7e7691-9d79-4d2d-88f1-a17ce8590f21
UNE,http://www.fao.org/figis/skate/entities/codedentity/5d4a9951-f179-4695-90b6-361ffc1cf1ff
SLL,http://www.fao.org/figis/skate/entities/codedentity/613fd9c7-f5ef-44c6-8a56-fd6cf314efda
OHZ,http://www.fao.org/figis/skate/entities/codedentity/13a55999-079f-4729-8d40-6fc2f47d55dd
UTA,http://www.fao.org/figis/skate/entities/codedentity/2fd122bf-e790-4375-9a5f-ec9b13372b2f
CSW,http://www.fao.org/figis/skate/entities/codedentity/1ceb289e-1ee1-405f-b3cc-9278bc5a7497
ICP,http://www.fao.org/figis/skate/entities/codedentity/1a72cfd8-6c74-4948-ab96-42cf896a7154
GAW,http://www.fao.org/figis/skate/entities/codedentity/22fd0946-d59f-4062-bd6f-49a753d4f9db
RIC,http://www.fao.org/figis/skate/entities/codedentity/1cb6a026-6007-47b4-8ce8-f2fa24d7c36e
UDQ,http://www.fao.org/figis/skate/entities/codedentity/d9cb16a3-7a4c-4f68-a7ef-2698549cf4db
MVA,http://www.fao.org/figis/skate/entities/codedentity/f849ef4b-95a7-409a-9e65-eb249812b71e
CME,http://www.fao.org/figis/skate/entities/codedentity/3d8cbd5c-e707-4b4d-851d-c8d578ab9e83
IIL,http://www.fao.org/figis/skate/entities/codedentity/6888273c-4dd8-4db1-bef3-0b2bf6e0c481
CUV,http://www.fao.org/figis/skate/entities/codedentity/e5f2d543-86c8-4ecd-80ed-74cc3695e1ec
LDG,http://www.fao.org/figis/skate/entities/codedentity/83bd1b66-f9cd-4a6b-afd0-ce6efd08d7f7
ICB,http://www.fao.org/figis/skate/entities/codedentity/318e7a0a-f152-4581-9878-91439a412c60
GRW,http://www.fao.org/figis/skate/entities/codedentity/64c05177-e115-4c7e-b103-a98cd2d5e1ff
LYY,http://www.fao.org/figis/skate/entities/codedentity/4a028e98-6d4c-403d-b39a-3da3d9716c35
HOT,http://www.fao.org/figis/skate/entities/codedentity/5951ac42-4277-4eb0-94d7-8e3f1784bd9c
AQK,http://www.fao.org/figis/skate/entities/codedentity/5aeaa672-a9ec-47de-99d6-7df1b13d5408
SWQ,http://www.fao.org/figis/skate/entities/codedentity/f5c77729-4cb9-4de3-a24b-1526a46d92a9
CVL,http://www.fao.org/figis/skate/entities/codedentity/2c75f03b-80d3-407f-a062-38851890f59e
BJJ,http://www.fao.org/figis/skate/entities/codedentity/cff24332-f981-47e2-8f8b-b428aac6f41d
MCE,http://www.fao.org/figis/skate/entities/codedentity/9e0eae9e-bd7d-495e-bbdd-23c02ddcf998
YQC,http://www.fao.org/figis/skate/entities/codedentity/5ba7dab5-decb-4f81-85a5-11ec9ffd8daf
MHO,http://www.fao.org/figis/skate/entities/codedentity/7896ae0b-32c7-4f59-9488-5c38428390c1
SWN,http://www.fao.org/figis/skate/entities/codedentity/f70ec00f-245d-4274-aee1-acaceae0cdda
BYI,http://www.fao.org/figis/skate/entities/codedentity/71e078d3-55b6-4426-9fa6-e83a70d8b80d
RKT,http://www.fao.org/figis/skate/entities/codedentity/d9527d39-cb49-48b8-8cfd-405235484b1a
INR,http://www.fao.org/figis/skate/entities/codedentity/0cbb8765-d80a-4cd7-aa7a-6905de3864ff
AGO,http://www.fao.org/figis/skate/entities/codedentity/3c4b5406-38d8-400b-bf29-d5c1a90f8aab
HST,http://www.fao.org/figis/skate/entities/codedentity/eeaaad0e-40ef-4e83-9507-20300e60c533
NBC,http://www.fao.org/figis/skate/entities/codedentity/0dad95c5-d457-4225-8493-b21627fde8a8
BMV,http://www.fao.org/figis/skate/entities/codedentity/fefdf6ce-0be1-4dac-b742-3e6f6731f2f2
AUL,http://www.fao.org/figis/skate/entities/codedentity/bd7b2ce6-aaf4-4f3e-a606-385b36416057
RTS,http://www.fao.org/figis/skate/entities/codedentity/8928a0a5-61d8-46d0-85bb-b1ff62bb661f
NQB,http://www.fao.org/figis/skate/entities/codedentity/fcf04f0c-6fe9-4cc2-8a41-aff3f834a686
CAO,http://www.fao.org/figis/skate/entities/codedentity/319996f9-8001-465d-a92e-2d1ffe3f2976
KRJ,http://www.fao.org/figis/skate/entities/codedentity/e09c1db7-3916-489a-b432-e293ed11aa11
LAW,http://www.fao.org/figis/skate/entities/codedentity/be4d28e4-0644-4565-bcdc-1af44b0d2731
SSQ,http://www.fao.org/figis/skate/entities/codedentity/ced91c97-ce3f-4dbd-a7a6-8410103d98b4
VEI,http://www.fao.org/figis/skate/entities/codedentity/ca70f219-695a-4cd8-8844-4f268e7f7c20
EGD,http://www.fao.org/figis/skate/entities/codedentity/855df010-f11f-4e34-8644-e7d626304ce4
TCP,http://www.fao.org/figis/skate/entities/codedentity/1c96a165-396d-43a2-8b65-adf960cff6ae
TRO,http://www.fao.org/figis/skate/entities/codedentity/e3ee37f6-dbda-407d-bf13-1600bf3c49fa
RPV,http://www.fao.org/figis/skate/entities/codedentity/0f70553b-3fe4-46cf-b3e9-aa73f700405f
NME,http://www.fao.org/figis/skate/entities/codedentity/e21ac032-9c10-42bd-bd5e-20b609c45509
RGC,http://www.fao.org/figis/skate/entities/codedentity/f6553658-848c-42c0-9e2c-20805cb9e6d1
DDI,http://www.fao.org/figis/skate/entities/codedentity/f41f4551-4883-4158-b133-3a19556974d8
JAF,http://www.fao.org/figis/skate/entities/codedentity/f83b9e71-b015-4b62-adc0-c3cb76052806
FUA,http://www.fao.org/figis/skate/entities/codedentity/01d0e0e9-d4b9-4972-acb7-27a045170080
RCE,http://www.fao.org/figis/skate/entities/codedentity/59775895-e72e-4139-8b4f-0105c3f9f5fc
MJJ,http://www.fao.org/figis/skate/entities/codedentity/30324e44-16f9-4652-9772-0e7b41b12216
BGI,http://www.fao.org/figis/skate/entities/codedentity/4271f924-1b3d-4228-a421-e5d1770447b1
BBB,http://www.fao.org/figis/skate/entities/codedentity/9225909b-c582-446e-8337-c42f80433076
CAN,http://www.fao.org/figis/skate/entities/codedentity/8f121b5b-3d73-43cf-b375-3961e86a88cc
TJD,http://www.fao.org/figis/skate/entities/codedentity/262a1cec-583a-4177-8d27-de2673c79ff7
TNR,http://www.fao.org/figis/skate/entities/codedentity/0e3188ca-10ee-4b65-b879-8ec209bf00cf
EJS,http://www.fao.org/figis/skate/entities/codedentity/108a05ab-66dc-4289-8c0d-0032d31ca32d
RLY,http://www.fao.org/figis/skate/entities/codedentity/1ffce4cb-1075-4609-937a-13aa58528b3e
ANT,http://www.fao.org/figis/skate/entities/codedentity/9375dbcf-a7d4-48b7-8373-3c57cf2d33d4
AFL,http://www.fao.org/figis/skate/entities/codedentity/fa402026-7587-4bd7-bd17-14594a960cd7
ONE,http://www.fao.org/figis/skate/entities/codedentity/298e16af-2c32-46f1-b89e-00ccceef8173
LVN,http://www.fao.org/figis/skate/entities/codedentity/83f6370b-de28-478a-9764-6badca53b1de
SSV,http://www.fao.org/figis/skate/entities/codedentity/dba606a2-bb9c-4184-884e-98f5411efe38
OHF,http://www.fao.org/figis/skate/entities/codedentity/79a8e412-f45f-469d-937c-7888c86317e7
POV,http://www.fao.org/figis/skate/entities/codedentity/c169bf85-3aa1-4d3e-8dc4-ff9f779cff97
MFM,http://www.fao.org/figis/skate/entities/codedentity/3602800f-1e5a-4d52-87a1-41008f75ca5b
LYX,http://www.fao.org/figis/skate/entities/codedentity/e7915af7-97f7-48ec-9c0e-7b096e64c8ee
NSZ,http://www.fao.org/figis/skate/entities/codedentity/df9673ca-4aa6-4daf-8ce0-e58c5a62467b
GPB,http://www.fao.org/figis/skate/entities/codedentity/b7dbc9b2-7e79-4dca-bd1b-acb1024b124a
HRL,http://www.fao.org/figis/skate/entities/codedentity/a4c6f6c6-1d41-441f-b907-49d52ba29840
TJU,http://www.fao.org/figis/skate/entities/codedentity/d2485de6-6162-46cb-a3a4-7d11fc3111b5
CLP,http://www.fao.org/figis/skate/entities/codedentity/5a1b2cbb-4dd9-49c3-94dd-44ba7f7946c9
AJW,http://www.fao.org/figis/skate/entities/codedentity/cb9b50ad-23da-488e-891e-e38809c09e7a
PGD,http://www.fao.org/figis/skate/entities/codedentity/c65b7cfd-e64a-41eb-acb4-62f2b18e1743
LCR,http://www.fao.org/figis/skate/entities/codedentity/34c42f8f-9f94-4a35-812b-9a4650d8738f
NLB,http://www.fao.org/figis/skate/entities/codedentity/02e397fb-c9a9-49a7-9afc-19b9eae85b52
TYT,http://www.fao.org/figis/skate/entities/codedentity/79a13754-9b2e-413c-8885-f00d243454a1
OPW,http://www.fao.org/figis/skate/entities/codedentity/40bc0266-53c3-4469-8e72-b69ebff6fdad
NTJ,http://www.fao.org/figis/skate/entities/codedentity/ee7d35e4-1ddf-4118-b588-b623796e7bfb
MDA,http://www.fao.org/figis/skate/entities/codedentity/a6305212-c4cf-4b61-86d8-aa7aaa01cd1f
PKE,http://www.fao.org/figis/skate/entities/codedentity/a5e58e39-987f-4df9-9513-7c0fd6d73cec
SVY,http://www.fao.org/figis/skate/entities/codedentity/1865baa1-f044-4fbb-8afe-2d29ca8034f8
QUA,http://www.fao.org/figis/skate/entities/codedentity/3ff49716-ae7b-43e7-883f-7b620028ff2a
BMD,http://www.fao.org/figis/skate/entities/codedentity/22bce1b8-34fb-444b-9a59-ffc7adac443c
NAN,http://www.fao.org/figis/skate/entities/codedentity/b33b3c4b-cd56-4794-9e2e-20ecd6ef1652
EYK,http://www.fao.org/figis/skate/entities/codedentity/74220124-5a4e-4176-86db-663040e3d65b
DYE,http://www.fao.org/figis/skate/entities/codedentity/3d060ee3-30e4-4c9e-9f61-f127eb74d36a
CHB,http://www.fao.org/figis/skate/entities/codedentity/770166df-167c-4f23-8da8-9a21717ae9dc
LNT,http://www.fao.org/figis/skate/entities/codedentity/22470554-46cf-41bd-8719-cad87d84c2fd
RPY,http://www.fao.org/figis/skate/entities/codedentity/f02b24da-262d-48f4-9555-ae4e60cb2fe1
EGI,http://www.fao.org/figis/skate/entities/codedentity/634cae01-4672-4a0f-846b-22f551433f9f
QGO,http://www.fao.org/figis/skate/entities/codedentity/db286749-62bf-4f45-9ce6-54a0d517c34d
UTU,http://www.fao.org/figis/skate/entities/codedentity/0e23f06a-eb32-4c44-b301-7e7460de87f8
OYJ,http://www.fao.org/figis/skate/entities/codedentity/18792015-0394-48e5-90f4-dc0cff1f1cbf
OOK,http://www.fao.org/figis/skate/entities/codedentity/fd209ffe-1759-474d-86f4-f85f69ac1a18
MMR,http://www.fao.org/figis/skate/entities/codedentity/aa2de5cf-56d9-48af-a28b-784f80968ba4
XFM,http://www.fao.org/figis/skate/entities/codedentity/1890199f-992b-4a20-be6b-59200a8ae5e9
EFO,http://www.fao.org/figis/skate/entities/codedentity/f1ad4d2f-1e6a-4602-96b4-7eda29588ef0
XUL,http://www.fao.org/figis/skate/entities/codedentity/93fca49a-3ef7-4345-953f-ce21cfb4b15f
EUN,http://www.fao.org/figis/skate/entities/codedentity/71764023-fad0-4976-afbc-22520f9fe880
PNI,http://www.fao.org/figis/skate/entities/codedentity/033eec94-4390-4d43-b11c-78e6f994a7e5
LJW,http://www.fao.org/figis/skate/entities/codedentity/a11324a7-9156-40e1-9e4c-ed8dad170a6c
YEK,http://www.fao.org/figis/skate/entities/codedentity/fde10f29-3ddb-4c11-b3a0-a2847fbac1b8
AGP,http://www.fao.org/figis/skate/entities/codedentity/ffc9c4ba-9fdf-4ed0-b463-7fd2c70e68f0
YTJ,http://www.fao.org/figis/skate/entities/codedentity/7a51c048-c17f-4cd8-98a3-17fd01bfb7c0
UPX,http://www.fao.org/figis/skate/entities/codedentity/28cd1425-cbcc-4826-88ac-d63b4dfa3b83
MIU,http://www.fao.org/figis/skate/entities/codedentity/401cfe1e-a0e7-4ba2-bfc9-bce89a396d78
IFD,http://www.fao.org/figis/skate/entities/codedentity/d84cb27a-bf4e-4445-9e78-f25f49f05463
LBO,http://www.fao.org/figis/skate/entities/codedentity/deb2cef8-d2ff-4874-9683-1d8606960173
MNK,http://www.fao.org/figis/skate/entities/codedentity/7621c731-d68d-4517-8fdc-38fc3864d6d3
MXT,http://www.fao.org/figis/skate/entities/codedentity/5bbab9b1-0de1-42c6-9923-07bbecfe309e
ANV,http://www.fao.org/figis/skate/entities/codedentity/c14df996-4932-4400-a4cc-06d67d409f29
SFV,http://www.fao.org/figis/skate/entities/codedentity/c4c6054c-35ec-4c39-864f-90f7b878349f
COX,http://www.fao.org/figis/skate/entities/codedentity/6e307819-108e-4808-a85b-4f8adde6963a
SEN,http://www.fao.org/figis/skate/entities/codedentity/3be38b0e-f1af-4deb-bf33-cc1986c6d34f
BSP,http://www.fao.org/figis/skate/entities/codedentity/d951149b-33a0-4ca3-9e49-fcf40762d51c
NHS,http://www.fao.org/figis/skate/entities/codedentity/4332897e-8340-4ebd-9a73-fec16f2d2235
RFO,http://www.fao.org/figis/skate/entities/codedentity/8ceab790-877e-4dcb-ad74-b6e59ce71bdf
YAN,http://www.fao.org/figis/skate/entities/codedentity/c73404d0-985a-406e-82ca-6a0d58fc2a2c
MHR,http://www.fao.org/figis/skate/entities/codedentity/e124d60b-3783-4262-a624-88862f4c7c03
SEJ,http://www.fao.org/figis/skate/entities/codedentity/0974f4ab-94fc-4c55-8525-134f9f8cd67a
TWD,http://www.fao.org/figis/skate/entities/codedentity/4e621aa8-3526-4d5d-b2d1-95cd4220b96d
YPM,http://www.fao.org/figis/skate/entities/codedentity/1b3a93d0-a51a-45b9-b05a-bc18d301a706
OGQ,http://www.fao.org/figis/skate/entities/codedentity/dcaafd65-d559-40cc-8719-4b838c36825d
UXT,http://www.fao.org/figis/skate/entities/codedentity/550f3494-6386-4372-979b-900f567501fd
MEX,http://www.fao.org/figis/skate/entities/codedentity/03b514ea-9a84-451e-b55f-93532ab2dc03
IGT,http://www.fao.org/figis/skate/entities/codedentity/3c9e0a38-979c-4489-9a3a-2e58e91bde0a
SZB,http://www.fao.org/figis/skate/entities/codedentity/26502cef-ac7c-4481-bac8-835a1137d634
GTB,http://www.fao.org/figis/skate/entities/codedentity/2167bb24-4668-4524-8ca8-c770c50cecde
TJA,http://www.fao.org/figis/skate/entities/codedentity/0ecbe34a-d4d9-4101-bc10-42469250e565
FLR,http://www.fao.org/figis/skate/entities/codedentity/23703380-4047-4098-9184-570e545a26f8
NDV,http://www.fao.org/figis/skate/entities/codedentity/9e4cb97d-e74a-4f26-9d78-879795b5bd66
AOK,http://www.fao.org/figis/skate/entities/codedentity/001f15e8-50e2-4c93-9783-7c7e7677baa9
PUN,http://www.fao.org/figis/skate/entities/codedentity/5661bc8e-df07-48ef-af70-44fb7eb8804e
TZP,http://www.fao.org/figis/skate/entities/codedentity/c65f5074-b356-4046-82d9-b849800a9233
TQG,http://www.fao.org/figis/skate/entities/codedentity/8d36fa69-fdd1-4995-9699-756f2481c2f0
SGF,http://www.fao.org/figis/skate/entities/codedentity/f4cf8394-1077-4c51-bb40-b4df4461bec0
BIA,http://www.fao.org/figis/skate/entities/codedentity/a9edbdb0-cc11-4a34-99e1-1f4f76f9df69
OCT,http://www.fao.org/figis/skate/entities/codedentity/9f41e7cc-eae2-478c-9c1b-345c57230ff7
OCA,http://www.fao.org/figis/skate/entities/codedentity/b8e21479-25f1-4c46-abb4-31a934aba968
LDI,http://www.fao.org/figis/skate/entities/codedentity/6e6bd168-3e39-46d4-803f-95b2b02765bb
NIM,http://www.fao.org/figis/skate/entities/codedentity/1f9b25b6-f0b9-4b30-8578-87b3d6629dfc
AAF,http://www.fao.org/figis/skate/entities/codedentity/a1f37074-7982-47a6-a8f6-81b74a6c8d17
GGA,http://www.fao.org/figis/skate/entities/codedentity/db903e99-a238-4273-ac00-185a14bbbd99
TVP,http://www.fao.org/figis/skate/entities/codedentity/a5d03a38-af34-4b26-bd41-09b749bbd4f8
GKP,http://www.fao.org/figis/skate/entities/codedentity/434c6afe-4edc-4259-892f-33c594dce7b7
CFF,http://www.fao.org/figis/skate/entities/codedentity/6ce80704-618d-44ff-861e-d7288f3d829b
RDK,http://www.fao.org/figis/skate/entities/codedentity/f3bce792-3d87-43a0-980f-95942b6cbfa0
PBR,http://www.fao.org/figis/skate/entities/codedentity/e86c38f9-6db5-405e-9532-f08528542033
UOS,http://www.fao.org/figis/skate/entities/codedentity/0f849677-6746-47f0-beb4-c35f0a94d74d
RSJ,http://www.fao.org/figis/skate/entities/codedentity/287d0bce-9335-4ece-ad3e-b187ec25bbce
AUE,http://www.fao.org/figis/skate/entities/codedentity/4c87f9ff-6ca5-44ea-90ef-428e940a9b9d
PQQ,http://www.fao.org/figis/skate/entities/codedentity/7614f87b-17b5-4486-9b67-1de978d21cf2
UZB,http://www.fao.org/figis/skate/entities/codedentity/6ae439d3-2a06-4762-bdbb-dfaf69763d16
NOX,http://www.fao.org/figis/skate/entities/codedentity/2311f10c-2a98-4a90-8447-508681ff9864
ABK,http://www.fao.org/figis/skate/entities/codedentity/ec7278b1-9713-418b-94ca-370dde6aea73
MNI,http://www.fao.org/figis/skate/entities/codedentity/a23f07eb-7a5b-45c0-8dac-c27f0f9a0899
SWO,http://www.fao.org/figis/skate/entities/codedentity/b2ef129b-2d86-446a-83b9-e731915394c9
BTC,http://www.fao.org/figis/skate/entities/codedentity/f2764f06-2f6a-4fcf-a4a0-fc453330d216
UQS,http://www.fao.org/figis/skate/entities/codedentity/cc3bf81f-c84e-4d7e-b391-4ad90415d1d5
MSO,http://www.fao.org/figis/skate/entities/codedentity/83bca6af-a72f-462f-9f17-214aa0111b7b
EEZ,http://www.fao.org/figis/skate/entities/codedentity/e8fb8537-fc92-4a2c-885b-9437227c42aa
BQA,http://www.fao.org/figis/skate/entities/codedentity/66ce6a3b-4a6f-4c94-8790-0e1ebbd9af9b
ETY,http://www.fao.org/figis/skate/entities/codedentity/3bbfcbcf-329d-4591-89de-87fbd5bdca5b
ERK,http://www.fao.org/figis/skate/entities/codedentity/bd6bdd6b-9ead-4c54-b94c-76bf621b1114
RSN,http://www.fao.org/figis/skate/entities/codedentity/a5d1ab53-0868-4625-8858-41a7eca9ef07
OXR,http://www.fao.org/figis/skate/entities/codedentity/35044594-7358-48db-9381-9d7237235948
LYB,http://www.fao.org/figis/skate/entities/codedentity/4cad322b-a6da-4ebe-8214-f5cc1c434c15
LYE,http://www.fao.org/figis/skate/entities/codedentity/312f00d8-b7f7-4df4-809b-227a04457cc7
YSU,http://www.fao.org/figis/skate/entities/codedentity/cc42726a-5f3f-4372-9617-9a1f03cdfb24
BPF,http://www.fao.org/figis/skate/entities/codedentity/4f9c36f3-b705-4af5-ab7f-53ea42b78500
MQT,http://www.fao.org/figis/skate/entities/codedentity/6bd1f077-6dca-4988-9434-dd2c4911dbd9
LDM,http://www.fao.org/figis/skate/entities/codedentity/01ce3033-09d4-4414-a83b-a5230e726981
DCV,http://www.fao.org/figis/skate/entities/codedentity/fdd5a0cc-2625-482e-a106-d2efab75c2ce
ZCT,http://www.fao.org/figis/skate/entities/codedentity/505513fe-741a-4a83-bc13-5b2b7ddb592c
OYX,http://www.fao.org/figis/skate/entities/codedentity/999b87cc-49db-4622-bc57-55acafa3d20f
PGG,http://www.fao.org/figis/skate/entities/codedentity/94a71d6f-47f8-445b-a70d-b55c20de5f9c
COD,http://www.fao.org/figis/skate/entities/codedentity/668c169c-7ade-43af-9d81-41aeb28237f2
PIW,http://www.fao.org/figis/skate/entities/codedentity/ff175590-aa34-47d9-b32f-1ddde1259e10
BKT,http://www.fao.org/figis/skate/entities/codedentity/9a7ac016-ca2c-4ecd-aa7f-1cb80ebd1141
HBT,http://www.fao.org/figis/skate/entities/codedentity/ff50d148-8a61-4a94-90ee-1ad092efc144
RFL,http://www.fao.org/figis/skate/entities/codedentity/1331e949-59f7-4aaa-b827-2e242fe59b78
YOF,http://www.fao.org/figis/skate/entities/codedentity/53dfdb7b-6ff6-49a6-8e17-c07ffc569aa8
LUE,http://www.fao.org/figis/skate/entities/codedentity/9401615c-1536-43f7-b514-6cfd39215453
ESS,http://www.fao.org/figis/skate/entities/codedentity/7e16de7f-d4b7-4e75-975e-5cdbf3ec8d43
LTR,http://www.fao.org/figis/skate/entities/codedentity/f9c9be21-83f6-484e-8e8c-ae527c7e07c1
OXO,http://www.fao.org/figis/skate/entities/codedentity/7e36b0ac-a947-4184-ae5d-34e80edbce17
JDP,http://www.fao.org/figis/skate/entities/codedentity/11b6c358-df6c-473a-ac53-87078eebaf2d
VIM,http://www.fao.org/figis/skate/entities/codedentity/5e8b93b7-9555-4e58-b03f-45cda8c44c87
BEF,http://www.fao.org/figis/skate/entities/codedentity/22f948b9-38a4-4fbc-95bc-151dff8e1972
FVP,http://www.fao.org/figis/skate/entities/codedentity/0a80860b-2c53-491e-9c96-784d3fef3d93
OHJ,http://www.fao.org/figis/skate/entities/codedentity/49f0febb-bd03-4ba8-9cf9-d19f780ef5de
IAR,http://www.fao.org/figis/skate/entities/codedentity/6dc24a7a-832a-47b1-90e9-ef28052d2d60
DPE,http://www.fao.org/figis/skate/entities/codedentity/63b61df4-7112-414a-bc34-7986116e6548
LVT,http://www.fao.org/figis/skate/entities/codedentity/dbba8594-5b03-45c0-b992-6d7f69ad2a40
TIL,http://www.fao.org/figis/skate/entities/codedentity/1b411d30-0d8d-4aeb-8442-66aac747192f
CKG,http://www.fao.org/figis/skate/entities/codedentity/12bb821d-88c8-46a1-afef-711ecaf216d3
RGS,http://www.fao.org/figis/skate/entities/codedentity/a0fbe40a-fdf1-4f14-920c-557c943b9ebe
AIN,http://www.fao.org/figis/skate/entities/codedentity/f341885f-ea89-4096-a7e6-37088cd4e4ed
MFO,http://www.fao.org/figis/skate/entities/codedentity/d32c1192-49eb-41d1-bef9-6eab80e2b53e
DSN,http://www.fao.org/figis/skate/entities/codedentity/df35d3d6-96d2-4625-9440-647bb6fb4a01
YTM,http://www.fao.org/figis/skate/entities/codedentity/f5e5bb50-a4cc-4ff8-8dfa-440cdd6dea42
AXM,http://www.fao.org/figis/skate/entities/codedentity/44a9afb5-341e-4d54-8327-bc8151621fa9
JAJ,http://www.fao.org/figis/skate/entities/codedentity/2d875754-dac0-4041-a96b-38e78024ac3a
LIN,http://www.fao.org/figis/skate/entities/codedentity/c735b606-7a67-459c-9502-294547486ba4
SFQ,http://www.fao.org/figis/skate/entities/codedentity/c63651ae-40e3-4c98-9733-ec46a27131c5
BHL,http://www.fao.org/figis/skate/entities/codedentity/dcbba9de-e5b8-4b7b-a6a5-38891f228621
AGU,http://www.fao.org/figis/skate/entities/codedentity/8ede78f5-db19-4e6c-b0b2-76c7c56bb36c
PZY,http://www.fao.org/figis/skate/entities/codedentity/9b3ecc7e-8718-4c7d-9dad-748d59647990
SJS,http://www.fao.org/figis/skate/entities/codedentity/21bd4d27-1d5e-41a4-be92-cb17534a6fe3
SUP,http://www.fao.org/figis/skate/entities/codedentity/3f8c3a75-83ea-44ee-9b0d-c127073c923f
QSW,http://www.fao.org/figis/skate/entities/codedentity/b6f0eaa5-1bc2-491b-85f3-89d19a98893e
YSA,http://www.fao.org/figis/skate/entities/codedentity/6159e586-f1a1-4c2d-8baf-6594f8a48a3a
TTN,http://www.fao.org/figis/skate/entities/codedentity/8407f75d-efb2-49e5-980e-e5b0e3857998
RRU,http://www.fao.org/figis/skate/entities/codedentity/023bdd6f-cd9d-4bba-a2bc-b4325e1804a5
GED,http://www.fao.org/figis/skate/entities/codedentity/76d66140-c3e1-4df0-90d4-f012f099a462
MLM,http://www.fao.org/figis/skate/entities/codedentity/622a6356-0fb0-41a6-9bb0-f929b2a72003
NOD,http://www.fao.org/figis/skate/entities/codedentity/cb0f33b5-4afd-47fd-9a37-e367d6128ff4
OVU,http://www.fao.org/figis/skate/entities/codedentity/5f388ca4-d2de-44cb-8d73-09eb9d222d2a
JAI,http://www.fao.org/figis/skate/entities/codedentity/c1aee011-eb45-4b92-ac52-45f8b86e5f6d
UDM,http://www.fao.org/figis/skate/entities/codedentity/bb3334e7-261c-43aa-9f31-8314a6fd06ef
DFH,http://www.fao.org/figis/skate/entities/codedentity/acfcc362-fd85-4886-95c6-2727bd3b0831
TJX,http://www.fao.org/figis/skate/entities/codedentity/c3550d85-551d-455a-a7d3-0f8569871dc6
KJT,http://www.fao.org/figis/skate/entities/codedentity/0338497e-0811-4e7b-84e5-39e710dbe26a
DGS,http://www.fao.org/figis/skate/entities/codedentity/25f65da2-3a04-4791-86c3-0e396118b6e9
LJZ,http://www.fao.org/figis/skate/entities/codedentity/db0fa3e1-01e3-47a1-a2f1-69ec18e46952
NOF,http://www.fao.org/figis/skate/entities/codedentity/e94bd6f1-1046-43ff-88fb-fea08d0a29de
AMO,http://www.fao.org/figis/skate/entities/codedentity/4348b981-8ca2-4664-9a81-208c4f3b5ce0
HXX,http://www.fao.org/figis/skate/entities/codedentity/9834d8ef-99bd-4ef6-b0e6-07d2e440903c
USL,http://www.fao.org/figis/skate/entities/codedentity/a92b0fab-910f-47b3-ae26-588af5bafb5e
YUF,http://www.fao.org/figis/skate/entities/codedentity/dc77dee9-b12a-4628-b110-574b026774cb
SQS,http://www.fao.org/figis/skate/entities/codedentity/eed20ef9-05bb-4d4c-b1c6-666edaf9044d
BSN,http://www.fao.org/figis/skate/entities/codedentity/44a0ec7b-ffe2-497d-ae63-8c6e5abe35d7
MLI,http://www.fao.org/figis/skate/entities/codedentity/7e24134c-199c-475a-983a-3fc44a008adf
GFN,http://www.fao.org/figis/skate/entities/codedentity/1dc83710-5ba1-4690-a8ec-fccc18eab8d7
AAT,http://www.fao.org/figis/skate/entities/codedentity/b5b73558-81b2-44a8-834d-455c71c58a76
ETE,http://www.fao.org/figis/skate/entities/codedentity/df39b111-a424-4d69-a4c9-f8374318b1ed
TPQ,http://www.fao.org/figis/skate/entities/codedentity/11472837-d21b-420e-928a-d5d22cd29188
